# Generated by AstrophysicsAugmentationPipeline
# Export date: 2025-12-26T18:39:56.069046
#
P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED
0.781,0.0,0.031,0.062,0.125,0.0,0.094,0.741,0.132
0.5,0.2,0.0,0.167,0.133,0.0,0.367,0.206,0.609
0.667,0.0,0.0,0.222,0.11099999999999999,0.0,0.222,0.32,0.498
0.391,0.087,0.087,0.435,0.0,0.0,0.609,0.223,0.777
0.741,0.037,0.0,0.148,0.074,0.0,0.185,0.694,0.231
0.393,0.036,0.179,0.286,0.10700000000000001,0.0,0.5,0.076,0.77
0.741,0.037,0.0,0.148,0.074,0.0,0.185,0.344,0.512
0.606,0.03,0.0,0.091,0.273,0.0,0.121,0.59,0.136
0.113,0.0,0.718,0.155,0.014,0.0,0.873,0.015,0.97
0.46,0.02,0.08,0.28,0.16,0.0,0.38,0.12300000000000001,0.638
0.5,0.083,0.028,0.028,0.194,0.167,0.139,0.453,0.176
0.923,0.026,0.0,0.051,0.0,0.0,0.077,0.793,0.207
0.862,0.0,0.0,0.069,0.069,0.0,0.069,0.688,0.214
0.568,0.045,0.045,0.273,0.068,0.0,0.364,0.568,0.364
0.0,0.0,0.029,0.0,0.357,0.0,0.029,0.0,0.029
0.6,0.0,0.0,0.05,0.35,0.0,0.05,0.447,0.105
0.214,0.0,0.036,0.143,0.21400000000000002,0.393,0.179,0.157,0.208
0.692,0.0,0.0,0.019,0.038,0.25,0.019,0.692,0.019
0.522,0.043,0.304,0.13,0.0,0.0,0.478,0.424,0.576
0.735,0.0,0.088,0.11799999999999998,0.05899999999999999,0.0,0.206,0.735,0.206
0.071,0.929,0.0,0.0,0.0,0.0,0.929,0.035,0.965
0.0,0.0,0.852,0.074,0.0,0.074,0.926,0.0,0.926
0.8,0.0,0.0,0.05,0.125,0.025,0.05,0.753,0.09
0.661,0.081,0.0,0.21,0.048,0.0,0.29,0.173,0.725
0.458,0.0,0.083,0.292,0.167,0.0,0.375,0.185,0.591
0.625,0.042,0.083,0.167,0.083,0.0,0.292,0.584,0.332
0.679,0.0,0.036,0.179,0.10700000000000001,0.0,0.214,0.256,0.537
0.383,0.017,0.033,0.517,0.05,0.0,0.567,0.256,0.691
0.654,0.0,0.038,0.077,0.038,0.192,0.115,0.611,0.154
0.029,0.029,0.147,0.765,0.029000000000000005,0.0,0.941,0.029,0.942
0.694,0.028,0.056,0.194,0.028,0.0,0.278,0.261,0.686
0.581,0.097,0.0,0.226,0.065,0.032,0.323,0.175,0.658
0.118,0.0,0.676,0.147,0.029000000000000005,0.029,0.824,0.035,0.903
0.0,0.029,0.9409999999999998,0.0,0.0,0.0,1.0,0.0,1.0
0.656,0.016,0.078,0.203,0.047,0.0,0.297,0.56,0.391
0.35,0.05,0.4,0.15,0.05,0.0,0.6,0.093,0.842
0.257,0.029,0.0,0.571,0.086,0.057,0.6,0.057,0.769
0.809,0.0,0.021,0.064,0.10599999999999998,0.0,0.085,0.627,0.227
0.883,0.017,0.017,0.05,0.033,0.0,0.083,0.875,0.091
0.808,0.0,0.0,0.115,0.038,0.038,0.115,0.684,0.227
0.05,0.0,0.85,0.1,0.0,0.0,0.95,0.025,0.975
0.853,0.0,0.0,0.0,0.147,0.0,0.0,0.853,0.0
0.022,0.867,0.022,0.089,0.0,0.0,0.978,0.012,0.988
0.194,0.528,0.028,0.222,0.028,0.0,0.778,0.067,0.902
0.12,0.02,0.68,0.12000000000000001,0.04,0.02,0.82,0.021,0.914
0.9,0.0,0.0,0.017,0.083,0.0,0.017,0.883,0.032
0.652,0.043,0.087,0.087,0.13,0.0,0.217,0.333,0.464
0.577,0.0,0.038,0.269,0.11499999999999999,0.0,0.308,0.264,0.568
0.766,0.016,0.0,0.062,0.109,0.047,0.078,0.598,0.195
0.306,0.028,0.139,0.5,0.0,0.028,0.667,0.105,0.862
0.842,0.0,0.0,0.026,0.105,0.026,0.026,0.793,0.064
0.062,0.062,0.094,0.094,0.25,0.438,0.25,0.06,0.252
0.738,0.098,0.033,0.115,0.016,0.0,0.246,0.325,0.644
0.184,0.0,0.105,0.684,0.026,0.0,0.789,0.171,0.802
0.912,0.0,0.0,0.029,0.05899999999999999,0.0,0.029,0.723,0.163
0.864,0.051,0.0,0.017,0.068,0.0,0.068,0.612,0.263
0.02,0.02,0.92,0.02,0.02,0.0,0.96,0.003,0.977
0.724,0.103,0.0,0.103,0.069,0.0,0.207,0.629,0.298
0.9699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9679999999999999,0.0
0.767,0.033,0.0,0.133,0.067,0.0,0.167,0.699,0.232
0.536,0.0,0.25,0.071,0.10700000000000001,0.036,0.321,0.286,0.528
0.731,0.0,0.0,0.192,0.077,0.0,0.192,0.419,0.458
0.859,0.0,0.016,0.047,0.062,0.016,0.062,0.805,0.113
0.831,0.0,0.034,0.068,0.068,0.0,0.102,0.666,0.247
0.826,0.0,0.043,0.043,0.087,0.0,0.087,0.819,0.094
0.371,0.0,0.171,0.4,0.029000000000000005,0.029,0.571,0.174,0.759
0.758,0.061,0.0,0.182,0.0,0.0,0.242,0.533,0.467
0.738,0.0,0.015,0.108,0.138,0.0,0.123,0.723,0.138
0.463,0.111,0.037,0.333,0.056,0.0,0.481,0.181,0.745
0.171,0.143,0.171,0.457,0.057,0.0,0.771,0.06,0.878
0.043,0.043,0.696,0.217,0.0,0.0,0.957,0.016,0.984
0.116,0.029,0.014,0.826,0.014,0.0,0.87,0.016,0.969
0.1,0.0,0.0,0.9,0.0,0.0,0.9,0.024,0.976
0.595,0.081,0.027,0.297,0.0,0.0,0.405,0.434,0.566
0.291,0.055,0.164,0.49099999999999994,0.0,0.0,0.709,0.224,0.776
0.944,0.019,0.019,0.0,0.0,0.019,0.037,0.904,0.077
0.697,0.0,0.03,0.091,0.18200000000000002,0.0,0.121,0.657,0.158
0.364,0.182,0.061,0.394,0.0,0.0,0.636,0.082,0.918
0.75,0.111,0.028,0.111,0.0,0.0,0.25,0.426,0.574
0.185,0.148,0.037,0.593,0.0,0.037,0.778,0.04,0.918
0.404,0.019,0.0,0.423,0.135,0.019,0.442,0.177,0.632
0.6,0.036,0.018,0.273,0.073,0.0,0.327,0.426,0.49
0.735,0.029,0.0,0.11799999999999998,0.11799999999999998,0.0,0.147,0.63,0.242
0.286,0.0,0.107,0.286,0.179,0.143,0.393,0.182,0.473
0.156,0.0,0.0,0.031,0.125,0.48399999999999993,0.031,0.149,0.035
0.286,0.029,0.0,0.029,0.229,0.429,0.057,0.285,0.058
0.74,0.02,0.06,0.16,0.02,0.0,0.24,0.441,0.529
0.567,0.0,0.0,0.067,0.133,0.233,0.067,0.434,0.125
0.588,0.0,0.118,0.05899999999999999,0.11799999999999998,0.118,0.176,0.235,0.373
0.118,0.412,0.0,0.471,0.0,0.0,0.882,0.014,0.986
0.429,0.036,0.036,0.5,0.0,0.0,0.571,0.106,0.894
0.303,0.03,0.091,0.485,0.09100000000000001,0.0,0.606,0.056,0.826
0.776,0.0,0.017,0.086,0.0,0.12099999999999998,0.103,0.77,0.109
0.0,0.0,0.9409999999999998,0.0,0.0,0.033,0.967,0.0,0.967
0.786,0.071,0.0,0.036,0.10700000000000001,0.0,0.107,0.684,0.197
0.1,0.025,0.225,0.625,0.0,0.025,0.875,0.046,0.928
0.273,0.0,0.061,0.667,0.0,0.0,0.727,0.086,0.914
0.535,0.0,0.047,0.349,0.047,0.023,0.395,0.505,0.425
0.611,0.056,0.019,0.185,0.13,0.0,0.259,0.185,0.575
0.125,0.375,0.018,0.393,0.089,0.0,0.786,0.077,0.832
0.895,0.0,0.0,0.053,0.05299999999999999,0.0,0.053,0.858,0.088
0.846,0.051,0.0,0.077,0.026,0.0,0.128,0.803,0.171
0.844,0.031,0.0,0.062,0.062,0.0,0.094,0.44,0.4
0.966,0.0,0.0,0.034,0.0,0.0,0.034,0.918,0.082
0.69,0.034,0.034,0.103,0.138,0.0,0.172,0.69,0.172
0.793,0.0,0.0,0.034,0.172,0.0,0.034,0.734,0.078
0.476,0.048,0.095,0.286,0.09500000000000001,0.0,0.429,0.139,0.72
0.265,0.441,0.029,0.176,0.088,0.0,0.647,0.265,0.647
0.645,0.0,0.065,0.226,0.065,0.0,0.29,0.315,0.587
0.562,0.0,0.031,0.281,0.125,0.0,0.312,0.3,0.534
0.234,0.0,0.016,0.719,0.031,0.0,0.734,0.075,0.889
0.868,0.015,0.0,0.029,0.088,0.0,0.044,0.868,0.044
0.236,0.036,0.636,0.091,0.0,0.0,0.764,0.053,0.947
0.404,0.035,0.263,0.123,0.105,0.07,0.421,0.101,0.651
0.781,0.0,0.0,0.0,0.188,0.031,0.0,0.781,0.0
0.431,0.259,0.034,0.224,0.052,0.0,0.517,0.203,0.734
0.639,0.028,0.111,0.194,0.0,0.028,0.333,0.375,0.588
0.683,0.032,0.032,0.079,0.175,0.0,0.143,0.653,0.171
0.75,0.0,0.0,0.208,0.042,0.0,0.208,0.583,0.368
0.446,0.018,0.071,0.375,0.089,0.0,0.464,0.095,0.77
0.133,0.0,0.033,0.833,0.0,0.0,0.867,0.016,0.984
0.617,0.021,0.0,0.149,0.149,0.064,0.17,0.597,0.189
0.824,0.0,0.029,0.147,0.0,0.0,0.176,0.518,0.482
0.393,0.0,0.071,0.536,0.0,0.0,0.607,0.074,0.926
0.867,0.0,0.033,0.0,0.033,0.067,0.033,0.854,0.046
0.941,0.0,0.0,0.029,0.029000000000000005,0.0,0.029,0.718,0.21
0.731,0.0,0.154,0.077,0.038,0.0,0.231,0.521,0.431
0.323,0.226,0.032,0.323,0.032,0.065,0.581,0.075,0.8
0.96,0.0,0.0,0.0,0.04,0.0,0.0,0.96,0.0
0.207,0.362,0.086,0.328,0.017,0.0,0.776,0.082,0.899
0.788,0.121,0.03,0.061,0.0,0.0,0.212,0.504,0.496
0.281,0.062,0.0,0.656,0.0,0.0,0.719,0.145,0.855
0.879,0.0,0.03,0.030000000000000002,0.061,0.0,0.061,0.537,0.307
0.588,0.0,0.235,0.088,0.088,0.0,0.324,0.219,0.639
0.806,0.0,0.0,0.065,0.065,0.065,0.065,0.777,0.092
0.64,0.0,0.0,0.32,0.04,0.0,0.32,0.307,0.633
0.867,0.0,0.0,0.022,0.11099999999999999,0.0,0.022,0.857,0.031
0.536,0.0,0.143,0.179,0.143,0.0,0.321,0.385,0.456
0.51,0.0,0.039,0.392,0.05899999999999999,0.0,0.431,0.245,0.679
0.7,0.04,0.02,0.12000000000000001,0.12,0.0,0.18,0.486,0.358
0.5,0.042,0.069,0.389,0.0,0.0,0.5,0.185,0.815
0.648,0.0,0.037,0.222,0.093,0.0,0.259,0.49900000000000005,0.397
0.933,0.067,0.0,0.0,0.0,0.0,0.067,0.83,0.17
0.19,0.0,0.571,0.19,0.048,0.0,0.762,0.059,0.888
0.113,0.0,0.032,0.758,0.032,0.065,0.79,0.113,0.79
0.949,0.0,0.017,0.0,0.034,0.0,0.017,0.949,0.017
0.677,0.0,0.0,0.161,0.129,0.032,0.161,0.504,0.299
0.0,0.9329999999999999,0.028,0.0,0.0,0.028,0.972,0.0,0.972
0.833,0.0,0.033,0.0,0.133,0.0,0.033,0.816,0.049
0.763,0.0,0.0,0.105,0.132,0.0,0.105,0.763,0.105
0.922,0.0,0.016,0.047,0.016,0.0,0.062,0.908,0.076
0.49200000000000005,0.031,0.015,0.431,0.031,0.0,0.477,0.47,0.499
0.462,0.026,0.026,0.231,0.23100000000000004,0.026,0.282,0.142,0.478
0.925,0.0,0.0,0.025,0.025,0.025,0.025,0.916,0.034
0.023,0.0,0.9409999999999998,0.0,0.0,0.0,0.977,0.023,0.977
0.85,0.0,0.0,0.025,0.05,0.075,0.025,0.849,0.026
0.552,0.034,0.103,0.31,0.0,0.0,0.448,0.209,0.791
0.267,0.0,0.133,0.3,0.1,0.2,0.433,0.103,0.548
0.211,0.0,0.0,0.158,0.105,0.48399999999999993,0.158,0.144,0.187
0.429,0.036,0.018,0.411,0.089,0.018,0.464,0.406,0.487
0.571,0.048,0.095,0.286,0.0,0.0,0.429,0.388,0.612
0.533,0.067,0.022,0.289,0.044,0.044,0.378,0.132,0.719
0.209,0.0,0.0,0.746,0.04499999999999999,0.0,0.746,0.209,0.746
0.103,0.0,0.0,0.862,0.034,0.0,0.862,0.02,0.943
0.769,0.0,0.038,0.115,0.077,0.0,0.154,0.681,0.238
0.673,0.0,0.055,0.055,0.18200000000000002,0.036,0.109,0.589,0.176
0.793,0.0,0.034,0.069,0.069,0.034,0.103,0.649,0.225
0.187,0.12,0.053,0.187,0.093,0.36,0.36,0.074,0.424
0.784,0.0,0.0,0.135,0.081,0.0,0.135,0.761,0.157
0.903,0.0,0.0,0.032,0.065,0.0,0.032,0.896,0.039
0.23,0.148,0.18,0.443,0.0,0.0,0.77,0.23,0.77
0.743,0.0,0.0,0.257,0.0,0.0,0.257,0.683,0.317
0.436,0.026,0.0,0.487,0.05099999999999999,0.0,0.513,0.08,0.842
0.794,0.0,0.088,0.11799999999999998,0.0,0.0,0.206,0.794,0.206
0.744,0.047,0.023,0.023,0.163,0.0,0.093,0.54,0.231
0.818,0.0,0.018,0.145,0.018,0.0,0.164,0.661,0.318
0.31,0.414,0.0,0.24100000000000002,0.034,0.0,0.655,0.088,0.869
0.534,0.121,0.052,0.155,0.138,0.0,0.328,0.209,0.586
0.862,0.034,0.034,0.034,0.034,0.0,0.103,0.84,0.126
0.12300000000000001,0.439,0.07,0.333,0.018,0.018,0.842,0.077,0.888
0.426,0.021,0.255,0.255,0.021,0.021,0.532,0.12099999999999998,0.82
0.595,0.0,0.054,0.216,0.135,0.0,0.27,0.262,0.53
0.032,0.032,0.355,0.581,0.0,0.0,0.968,0.008,0.992
0.567,0.0,0.0,0.133,0.3,0.0,0.133,0.299,0.263
0.194,0.0,0.613,0.129,0.065,0.0,0.742,0.194,0.742
0.273,0.0,0.0,0.591,0.136,0.0,0.591,0.179,0.678
0.882,0.0,0.029,0.05899999999999999,0.0,0.029,0.088,0.836,0.134
0.862,0.0,0.0,0.103,0.034,0.0,0.103,0.862,0.103
0.623,0.014,0.029,0.13,0.203,0.0,0.174,0.252,0.393
0.9699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9679999999999999,0.0
0.8,0.05,0.0,0.05,0.1,0.0,0.1,0.604,0.258
0.091,0.758,0.0,0.091,0.0,0.061000000000000006,0.848,0.051,0.887
0.2,0.067,0.0,0.733,0.0,0.0,0.8,0.049,0.951
0.036,0.0,0.0,0.9224599999999626,0.0,0.0,0.964,0.007,0.993
0.444,0.111,0.074,0.333,0.037,0.0,0.519,0.235,0.721
0.839,0.0,0.0,0.032,0.129,0.0,0.032,0.759,0.09
0.724,0.0,0.0,0.034,0.138,0.103,0.034,0.724,0.034
0.48499999999999993,0.394,0.0,0.061,0.061,0.0,0.455,0.171,0.743
0.589,0.0,0.036,0.286,0.089,0.0,0.321,0.306,0.571
0.739,0.043,0.13,0.087,0.0,0.0,0.261,0.701,0.299
0.826,0.043,0.0,0.0,0.13,0.0,0.043,0.678,0.14
0.941,0.0,0.0,0.029,0.029000000000000005,0.0,0.029,0.937,0.033
0.088,0.529,0.059,0.265,0.05899999999999999,0.0,0.853,0.027,0.911
0.162,0.0,0.0,0.784,0.054,0.0,0.784,0.021,0.917
0.824,0.0,0.02,0.039,0.11799999999999998,0.0,0.059,0.671,0.17
0.774,0.0,0.065,0.065,0.097,0.0,0.129,0.395,0.406
0.462,0.058,0.212,0.192,0.077,0.0,0.462,0.191,0.708
0.143,0.0,0.25,0.5,0.10700000000000001,0.0,0.75,0.029,0.853
0.364,0.127,0.091,0.164,0.2,0.055,0.382,0.146,0.537
0.565,0.0,0.0,0.043,0.13,0.261,0.043,0.565,0.044
0.906,0.031,0.0,0.031,0.031,0.0,0.062,0.847,0.12
0.5,0.0,0.0,0.0,0.156,0.344,0.0,0.5,0.0
0.306,0.032,0.355,0.29,0.016,0.0,0.677,0.24899999999999997,0.734
0.667,0.0,0.121,0.152,0.061,0.0,0.273,0.223,0.659
0.519,0.0,0.0,0.222,0.0,0.259,0.222,0.519,0.222
0.564,0.018,0.018,0.164,0.164,0.073,0.2,0.321,0.361
0.828,0.069,0.0,0.0,0.103,0.0,0.069,0.825,0.072
0.966,0.0,0.0,0.017,0.017,0.0,0.017,0.953,0.03
0.69,0.034,0.034,0.172,0.069,0.0,0.241,0.69,0.241
0.746,0.032,0.0,0.19,0.032,0.0,0.222,0.407,0.54
0.423,0.154,0.0,0.346,0.077,0.0,0.5,0.182,0.722
0.429,0.063,0.0,0.048,0.0,0.46,0.111,0.417,0.122
0.9699999999999999,0.0,0.0,0.016,0.0,0.0,0.016,0.9679999999999999,0.016
0.862,0.046,0.0,0.046,0.046,0.0,0.092,0.737,0.208
0.955,0.045,0.0,0.0,0.0,0.0,0.045,0.942,0.058
0.893,0.0,0.0,0.036,0.071,0.0,0.036,0.8,0.112
0.228,0.035,0.035,0.702,0.0,0.0,0.772,0.035,0.965
0.898,0.034,0.0,0.0,0.034,0.034,0.034,0.882,0.049
0.773,0.0,0.0,0.045,0.136,0.045,0.045,0.546,0.15
0.675,0.0,0.1,0.125,0.1,0.0,0.225,0.535,0.353
0.269,0.577,0.0,0.115,0.038,0.0,0.692,0.091,0.865
0.586,0.241,0.034,0.069,0.069,0.0,0.345,0.191,0.693
0.0,0.0,0.75,0.071,0.071,0.107,0.821,0.0,0.821
0.768,0.036,0.018,0.036,0.125,0.018,0.089,0.504,0.26
0.812,0.0,0.0,0.0,0.188,0.0,0.0,0.812,0.0
0.727,0.061,0.0,0.12100000000000001,0.09100000000000001,0.0,0.182,0.727,0.182
0.065,0.0,0.032,0.903,0.0,0.0,0.935,0.065,0.935
0.792,0.038,0.0,0.038,0.132,0.0,0.075,0.792,0.075
0.531,0.0,0.062,0.156,0.125,0.125,0.219,0.263,0.389
0.552,0.103,0.034,0.207,0.069,0.034,0.345,0.275,0.585
0.691,0.018,0.018,0.073,0.145,0.055,0.109,0.565,0.203
0.958,0.0,0.0,0.042,0.0,0.0,0.042,0.946,0.054
0.673,0.0,0.0,0.25,0.077,0.0,0.25,0.51,0.402
0.889,0.0,0.0,0.037,0.074,0.0,0.037,0.721,0.159
0.852,0.0,0.037,0.037,0.074,0.0,0.074,0.703,0.201
0.413,0.079,0.079,0.23800000000000002,0.19000000000000003,0.0,0.397,0.308,0.49
0.531,0.02,0.184,0.204,0.061,0.0,0.408,0.103,0.79
0.721,0.033,0.033,0.115,0.098,0.0,0.18,0.26,0.522
0.484,0.226,0.032,0.145,0.097,0.016,0.403,0.459,0.427
0.086,0.4,0.043,0.414,0.057,0.0,0.857,0.031,0.91
0.355,0.129,0.032,0.48400000000000004,0.0,0.0,0.645,0.107,0.893
0.481,0.0,0.0,0.037,0.22199999999999998,0.259,0.037,0.428,0.059
0.571,0.036,0.071,0.25,0.071,0.0,0.357,0.571,0.357
0.26,0.02,0.02,0.6,0.1,0.0,0.64,0.208,0.691
0.579,0.018,0.018,0.035,0.351,0.0,0.07,0.579,0.07
0.393,0.0,0.036,0.143,0.0,0.429,0.179,0.393,0.179
0.257,0.2,0.114,0.429,0.0,0.0,0.743,0.092,0.908
0.818,0.0,0.0,0.091,0.04499999999999999,0.045,0.091,0.725,0.174
0.92,0.0,0.04,0.04,0.0,0.0,0.08,0.767,0.233
0.821,0.03,0.015,0.045,0.08999999999999998,0.0,0.09,0.767,0.14
0.571,0.036,0.143,0.125,0.125,0.0,0.304,0.571,0.304
0.943,0.0,0.0,0.029,0.029000000000000005,0.0,0.029,0.941,0.031
0.864,0.023,0.0,0.023,0.09100000000000001,0.0,0.045,0.83,0.077
0.619,0.0,0.0,0.143,0.09500000000000001,0.143,0.143,0.526,0.218
0.754,0.0,0.035,0.105,0.105,0.0,0.14,0.694,0.198
0.267,0.1,0.0,0.5,0.1,0.033,0.6,0.201,0.662
0.46,0.36,0.0,0.14,0.04,0.0,0.5,0.37,0.589
0.824,0.0,0.0,0.11799999999999998,0.05899999999999999,0.0,0.118,0.824,0.118
0.818,0.091,0.0,0.091,0.0,0.0,0.182,0.537,0.463
0.741,0.052,0.086,0.103,0.017,0.0,0.241,0.227,0.731
0.417,0.083,0.028,0.4719999999999999,0.0,0.0,0.583,0.182,0.818
0.812,0.031,0.031,0.031,0.094,0.0,0.094,0.682,0.206
0.941,0.0,0.0,0.029,0.0,0.029,0.029,0.89,0.078
0.842,0.026,0.0,0.053,0.079,0.0,0.079,0.842,0.079
0.065,0.0,0.032,0.903,0.0,0.0,0.935,0.05,0.95
0.393,0.0,0.036,0.571,0.0,0.0,0.607,0.319,0.681
0.865,0.019,0.0,0.038,0.077,0.0,0.058,0.763,0.146
0.821,0.015,0.0,0.075,0.075,0.015,0.09,0.776,0.132
0.1,0.0,0.867,0.033,0.0,0.0,0.9,0.015,0.985
0.483,0.017,0.121,0.259,0.121,0.0,0.397,0.225,0.618
0.217,0.043,0.043,0.696,0.0,0.0,0.783,0.044,0.956
0.889,0.028,0.028,0.028,0.028,0.0,0.083,0.776,0.191
0.75,0.0,0.0,0.125,0.083,0.042,0.125,0.714,0.159
0.455,0.0,0.061,0.333,0.152,0.0,0.394,0.153,0.634
0.44,0.32,0.16,0.0,0.04,0.04,0.48,0.44,0.48
0.481,0.0,0.259,0.185,0.074,0.0,0.444,0.175,0.721
0.921,0.0,0.026,0.0,0.05299999999999999,0.0,0.026,0.921,0.026
0.812,0.0,0.0,0.156,0.031,0.0,0.156,0.487,0.458
0.9699999999999999,0.0,0.0,0.023,0.0,0.0,0.023,0.9679999999999999,0.023
0.423,0.231,0.038,0.231,0.077,0.0,0.5,0.112,0.78
0.214,0.589,0.036,0.125,0.018,0.018,0.75,0.105,0.857
0.4,0.0,0.257,0.229,0.086,0.029,0.486,0.086,0.75
0.553,0.026,0.237,0.079,0.079,0.026,0.342,0.3,0.563
0.193,0.07,0.49100000000000005,0.228,0.018,0.0,0.789,0.082,0.899
0.392,0.0,0.314,0.294,0.0,0.0,0.608,0.233,0.767
0.192,0.077,0.5,0.077,0.11499999999999999,0.038,0.654,0.192,0.654
0.846,0.0,0.077,0.038,0.038,0.0,0.115,0.535,0.392
0.69,0.0,0.095,0.11900000000000001,0.09500000000000001,0.0,0.214,0.375,0.477
0.562,0.062,0.031,0.125,0.219,0.0,0.219,0.235,0.426
0.433,0.067,0.0,0.433,0.067,0.0,0.5,0.319,0.61
0.259,0.37,0.037,0.222,0.11099999999999999,0.0,0.63,0.088,0.783
0.655,0.0,0.0,0.0,0.155,0.19,0.0,0.655,0.0
0.621,0.0,0.0,0.207,0.138,0.034,0.207,0.205,0.474
0.333,0.0,0.0,0.667,0.0,0.0,0.667,0.333,0.667
0.545,0.03,0.03,0.364,0.03,0.0,0.424,0.24699999999999997,0.712
0.0,0.9329999999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.541,0.081,0.027,0.162,0.18899999999999997,0.0,0.27,0.5,0.309
0.652,0.087,0.0,0.087,0.174,0.0,0.174,0.524,0.281
0.959,0.02,0.0,0.02,0.0,0.0,0.041,0.881,0.119
0.688,0.0,0.0,0.125,0.188,0.0,0.125,0.641,0.167
0.667,0.074,0.0,0.074,0.185,0.0,0.148,0.525,0.26
0.625,0.0,0.042,0.167,0.167,0.0,0.208,0.603,0.23
0.621,0.0,0.034,0.24100000000000002,0.103,0.0,0.276,0.201,0.611
0.136,0.169,0.068,0.508,0.017,0.102,0.746,0.065,0.811
0.033,0.0,0.0,0.9,0.067,0.0,0.9,0.008,0.924
0.52,0.0,0.04,0.2,0.24,0.0,0.24,0.313,0.388
0.452,0.0,0.0,0.032,0.357,0.065,0.032,0.369,0.053
0.885,0.038,0.0,0.038,0.038,0.0,0.077,0.866,0.095
0.28,0.04,0.04,0.6,0.04,0.0,0.68,0.056,0.894
0.571,0.0,0.0,0.0,0.114,0.314,0.0,0.571,0.0
0.379,0.0,0.517,0.069,0.0,0.034,0.586,0.06,0.891
0.0,0.0,0.0,0.033,0.357,0.0,0.033,0.0,0.033
0.882,0.0,0.02,0.0,0.098,0.0,0.02,0.847,0.049
0.034,0.897,0.0,0.034,0.0,0.034,0.931,0.022,0.943
0.636,0.0,0.0,0.0,0.121,0.24199999999999997,0.0,0.636,0.0
0.591,0.0,0.0,0.136,0.227,0.045,0.136,0.583,0.144
0.667,0.139,0.0,0.111,0.083,0.0,0.25,0.353,0.521
0.581,0.0,0.0,0.065,0.065,0.29,0.065,0.486,0.114
0.667,0.026,0.026,0.179,0.026,0.077,0.231,0.667,0.231
0.76,0.04,0.04,0.04,0.04,0.08,0.12,0.76,0.12
0.8,0.0,0.0,0.08,0.12,0.0,0.08,0.701,0.164
0.875,0.0,0.0,0.094,0.031,0.0,0.094,0.752,0.211
0.66,0.04,0.02,0.1,0.17999999999999997,0.0,0.16,0.516,0.276
0.939,0.03,0.0,0.0,0.03,0.0,0.03,0.93,0.04
0.314,0.029,0.2,0.4,0.057,0.0,0.629,0.089,0.84
0.442,0.154,0.0,0.192,0.154,0.058,0.346,0.25,0.498
0.806,0.0,0.032,0.032,0.065,0.065,0.065,0.601,0.201
0.583,0.083,0.028,0.222,0.056,0.028,0.333,0.297,0.589
0.14,0.07,0.0,0.754,0.035,0.0,0.825,0.031,0.93
0.6,0.0,0.018,0.018,0.055,0.309,0.036,0.59,0.045
0.76,0.04,0.04,0.04,0.12,0.0,0.12,0.756,0.124
0.5,0.036,0.036,0.214,0.036,0.179,0.286,0.238,0.474
0.859,0.0,0.031,0.062,0.047,0.0,0.094,0.676,0.259
0.393,0.0,0.0,0.036,0.071,0.48399999999999993,0.036,0.37,0.048
0.226,0.0,0.698,0.038,0.038,0.0,0.736,0.091,0.867
0.966,0.0,0.034,0.0,0.0,0.0,0.034,0.964,0.036
0.591,0.0,0.0,0.015000000000000001,0.121,0.273,0.015,0.587,0.019
0.586,0.069,0.034,0.172,0.103,0.034,0.276,0.273,0.523
0.765,0.059000000000000004,0.0,0.0,0.11799999999999998,0.059,0.059,0.668,0.129
0.961,0.0,0.0,0.02,0.02,0.0,0.02,0.858,0.112
0.823,0.0,0.016,0.032,0.129,0.0,0.048,0.749,0.108
0.154,0.038,0.692,0.115,0.0,0.0,0.846,0.099,0.901
0.114,0.0,0.0,0.029,0.357,0.4,0.029,0.108,0.031
0.667,0.1,0.0,0.233,0.0,0.0,0.333,0.234,0.766
0.857,0.0,0.0,0.036,0.10700000000000001,0.0,0.036,0.857,0.036
0.472,0.0,0.139,0.25,0.056,0.083,0.389,0.114,0.671
0.233,0.133,0.167,0.267,0.1,0.1,0.567,0.126,0.659
0.62,0.02,0.06,0.1,0.2,0.0,0.18,0.588,0.21
0.768,0.036,0.018,0.143,0.036,0.0,0.196,0.619,0.34
0.826,0.0,0.0,0.174,0.0,0.0,0.174,0.794,0.206
0.564,0.073,0.036,0.255,0.055,0.018,0.364,0.262,0.636
0.16,0.0,0.08,0.44,0.08,0.24,0.52,0.038,0.603
0.862,0.034,0.0,0.034,0.069,0.0,0.069,0.791,0.134
0.765,0.029,0.0,0.206,0.0,0.0,0.235,0.542,0.458
0.293,0.655,0.0,0.052,0.0,0.0,0.707,0.134,0.866
0.652,0.087,0.0,0.174,0.087,0.0,0.261,0.261,0.587
0.5,0.023,0.182,0.182,0.114,0.0,0.386,0.176,0.659
0.45,0.0,0.117,0.35,0.067,0.017,0.467,0.088,0.784
0.706,0.059000000000000004,0.029,0.088,0.088,0.029,0.176,0.323,0.458
0.66,0.0,0.18,0.12000000000000001,0.04,0.0,0.3,0.397,0.55
0.857,0.0,0.0,0.0,0.143,0.0,0.0,0.857,0.0
0.679,0.071,0.0,0.036,0.21400000000000002,0.0,0.107,0.462,0.239
